siteName,siteStatus,siteState,siteAddress,siteZip,daysofOperation,lunchTime,_geoloc/lat,_geoloc/lng
Salnave Elementary School,Open,WA,"1015 Salnave Rd, Cheney, WA ",,"M,T,W,TH",9:00AM-9:20AM,,
Betz Elementary School,Open,WA,"317 Seventh undefined, Cheney, WA 99004",99004,"M,T,W,TH",9:25AM-9:40AM,47.4942781,-117.5781452
Bi Mart,Open,WA,"2221 1st St, Cheney, WA ",,"M,T,W,TH",9:45AM-10:00AM,,
Windsor Elementary School,Open,WA,"5504 Hallett Rd, Cheney, WA ",,"M,T,W,TH",9:00AM-9:20AM,47.5945621,-117.512405
Snowdon Elementary School,Open,WA,"6323 Holly Rd, Cheney, WA 99004",99004,"M,T,W,TH",9:30AM-9:50AM,47.59480509999999,-117.5337982
Hayford Village,Open,WA,"10510 Richland Rd, Cheney, WA ",,"M,T,W,TH",9:55AM-10:15AM,47.5816391,-117.5587744
Fairchild MHP,Open,WA,"15610 US undefined, Cheney, WA 99004",99004,"M,T,W,TH",9:00AM-9:15AM,47.4873895,-117.5757622
West Prairie MHP,Open,WA,"2201 Craig Rd, Cheney, WA ",,"M,T,W,TH",9:25AM-9:40AM,47.61206989999999,-117.6074611
Copper Landing Apartments,Open,WA,"10913 6th Ave, Cheney, WA ",,"M,T,W,TH",10:00AM-10:20AM,,
Deer Creek Apartments,Open,WA,"1610 Deer Heights Rd, Cheney, WA ",,"M,T,W,TH",10:25AM-10:35AM,,
Sunset Elementary School,Open,WA,"12824 12th Ave, Cheney, WA 99001",99001,"M,T,W,TH",9:00AM-9:25AM,47.6452791,-117.5888485
Basalt Ridge Entrance on 6th,Open,WA,"13660 6th Ave, Cheney, WA ",,"M,T,W,TH",9:30AM-10:00AM,,
18th and Campbell,Open,WA,"undefined Airway Hts, Cheney, WA undefined",,"M,T,W,TH",9:00AM-9:20AM,,
Vietzke Village,Open,WA,"2011 Craig Rd, Cheney, WA ",,"M,T,W,TH",9:35AM-9:50AM,47.61206989999999,-117.6074611
Cedar Summit Apartments,Open,WA,"10620 12th Ave, Cheney, WA 99001",99001,"M,T,W,TH",10:00AM-10:20AM,47.6452791,-117.5888485
EWU RED Barn,Open,WA,"609 7th St, Cheney, WA 99004",99004,"M,T,W,TH",9:00AM-9:15AM,47.4942781,-117.5781452
Deer Park Elementary,Open,WA,"1500 D St, Deer Park, WA 99006",99006,"M,T,W,TH",11:00AM-12:00PM,47.9583223,-117.4825347
Deer Park Middle School,Open,WA,"347 Colville undefined, Deer Park, WA ",,"M,T,W,TH",11:00AM-12:00PM,,
Deer Park Home Link,Open,WA,"undefined 428 Main Ave, Deer Park, WA undefined",,"M,T,W,TH",11:00-12:00PM,,
East Farms Elementary,Open,WA,"26203 Rowan Ave, East Valley, WA ",,"M,T,W,TH",11:00AM-11:30AM,47.707591,-117.0794466
Otis Orchards Elementary,Open,WA,"22000 Wellesley Ave, East Valley, WA ",,"M,T,W,TH",11:00AM-11:30AM,47.7004135,-117.1407418
KH Grocery Market,Open,WA,"21121 Wellesley Ave, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.7004135,-117.1407418
CCS/Skyview,Open,WA,"16824 Wellesley Ave, East Valley, WA ",,"M,T,W,TH",11:00AM-11:30AM,47.7004135,-117.1407418
Trentwood Elementary,Open,WA,"14701 Wellesley Ave, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.7004135,-117.1407418
Parkside at Mirabeau Apartments,Open,WA,"2820 Cherry St, East Valley, WA 99216",99216,"M,T,W,TH",11:00AM-11:30AM,47.6827809,-117.2374361
River Rock Apartments,Open,WA,"12820 Mansfield Ave, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.67751029999999,-117.2183007
Valley Mission Park,Open,WA,"11405 E Msn, East Valley, WA ",,"M,T,W,TH",11:00AM-11:30AM,47.7714328,-117.1532157
Whimsical Pig Apartments,Open,WA,"13303 E Msn, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.7714328,-117.1532157
Eagle Point Apartments,Open,WA,"2718 Bowdish Rd, East Valley, WA 99206",99206,"M,T,W,TH",11:00AM-11:30AM,47.6789962,-117.2504676
Timberline Mobile Home Park,Open,WA,"19625 Wellesley undefined, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.7004135,-117.1407418
Pinecroft Mobile Home Park,Open,WA,"11920 Mansfield undefined, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.67751029999999,-117.2183007
Portico Fellowship Church,Open,WA,"11912 Empire undefined, East Valley, WA ",,"M,T,W,TH",11:00AM-11:30AM,47.6870221,-117.2631489
Mobile Home Park at Dalton & McKee,Open,WA,"3304 McKee undefined, East Valley, WA ",,"M,T,W,TH",11:45AM-12:15PM,47.6732281,-117.2393748
Fairfield Community Center,Open,WA,"304 Main St, Liberty, WA 99202",99202,"M,T,W,TH",9:00AM-10:00AM,47.658719,-117.362692
Fire Station 35,Open,WA,"1801 Gibbs Rd, Liberty, WA 98922",98922,"M,T,W,TH",9:00AM-10:00AM,47.25372,-120.6688853
Latah Post Office,Open,WA,"123 Market St, Liberty, WA 99019",99019,"M,T,W,TH",9:00AM-10:00AM,47.6710444,-117.1029504
Mullen Hill Road at Hwy 195 (at the gravel parking lot),Open,WA,"undefined Spokane undefined, Liberty, WA undefined",,"M,T,W,TH",9:00AM-10:00AM,,
Spangle Service Club,Open,WA,"165 Main St, Liberty, WA 99202",99202,"M,T,W,TH",9:00AM-10:00AM,46.3206679,-117.9781801
Waverly Post Office,Open,WA,"170 Commercial St, Liberty, WA 98901",98901,"M,T,W,TH",9:00AM-10:00AM,46.60386399999999,-120.5040956
Brentwood Elementary School,Open,WA,"406 Regina Ave, Mead, WA 99021",99021,"M,T,W,TH",11:00AM-12:30PM,47.7624766,-117.3483685
Colbert Elementary School,Open,WA,"4526 Greenbluff Rd, Mead, WA 99021",99021,"M,T,W,TH",11:00AM-12:30PM,47.82199199999999,-117.295796
Evergreen Elementary School,Open,WA,"215 Eddy Ave, Mead, WA 99208",99208,"M,T,W,TH",11:00AM-12:30PM,47.7355022,-117.4146317
Meadow Ridge,Open,WA,"15601 Freya St, Mead, WA 99021",99021,"M,T,W,TH",11:00AM-12:30PM,47.7764387,-117.3575855
Midway Elementary School,Open,WA,"821 Midway Rd, Mead, WA ",,"M,T,W,TH",11:00AM-12:30PM,,
Prairie View Elementary School,Open,WA,"2606 Johannsen Rd, Mead, WA ",,"M,T,W,TH",11:00AM-12:30PM,47.7442317,-117.4435788
Shiloh Hills Elementary School,Open,WA,"505 Stonewall Ave, Mead, WA 99208",99208,"M,T,W,TH",11:00AM-12:30PM,47.7331188,-117.4044857
Northwood,Open,WA,"12908 Pittsburg St, Mead, WA 99208",99208,"M,T,W,TH",11:00AM-12:30PM,47.7757696,-117.3831658
Forest Creek Apartments,Open,WA,"13110 Addison St, Mead, WA ",,"M,T,W,TH",10:30AM-11:00AM,,
Woodhaven Apartments,Open,WA,"12424 Fairwood Dr, Mead, WA ",,"M,T,W,TH",11:20AM-11:50AM,47.7668355,-117.4174415
Hill N Dale Street Apts,Open,WA,"8821 N Hl, Mead, WA ",,"M,T,W,TH",10:30AM-11:00AM,47.7664789,-117.3552741
Mead Food Bank,Open,WA,"12611 Wilson St, Mead, WA 99021",99021,"M,T,W,TH",11:20AM-11:50AM,47.7672692,-117.3629608
Cedar Creek Village,Open,WA,"8502 Nevada St, Mead, WA ",,"M,T,W,TH",10:30AM-11:00AM,47.7185916,-117.3954514
Deer Run @ North Pointe,Open,WA,"1225 Westview Ct, Mead, WA 99218",99218,"M,T,W,TH",11:20AM-11:50AM,47.7458257,-117.4165981
Wild Rose Gas/RV Park,Open,WA,"23106 US undefined, Mead, WA ",,"M,T,W,TH",10:30AM-11:00AM,47.7664789,-117.3552741
St. Joseph’s Church,Open,WA,"3720 Colbert Rd, Mead, WA 99005",99005,"M,T,W,TH",11:20AM-11:50AM,47.808108,-117.342931
Fire Station #47,Open,WA,"9814 Greenbluff Rd, Mead, WA 99021",99021,"M,T,W,TH",10:30AM-11:00AM,47.82199199999999,-117.295796
Fire Station #48,Open,WA,"17711 N Mt, Mead, WA ",,"M,T,W,TH",10:30AM-11:00AM,47.7664789,-117.3552741
N Spokane County Library,Open,WA,"44 Hawthrone Rd, Mead, WA ",,"M,T,W,TH",11:20AM-11:50AM,47.7524446,-117.3687795
Pine River Community ,Open,WA,"626 Greenleaf Dr, Mead, WA ",,"M,T,W,TH",11:20AM-11:50AM,,
Hallett Elementary ,Open,WA,"524 Hallett St, Medical Lake, WA 99022",99022,"M,T,W,TH",11:20AM-11:50AM,47.5747891,-117.6758722
Medical Lake City Hall ,Open,WA,"124 Lefevre St, Medical Lake, WA 99022",99022,"M,T,W,TH",11:20AM-11:50AM,47.57078800000001,-117.6826343
Medical Lake High School,Open,WA,"200 Barker St, Medical Lake, WA 99022",99022,"M,T,W,TH",11:20AM-11:50AM,47.5757355,-117.6744965
Michael Anderson Elementary,Open,WA,"400 Fairchild Hwy, Medical Lake, WA ",,"M,T,W,TH",11:20AM-11:50AM,47.67028209999999,-117.6555387
Medical Lake Middle School ,Open,WA,"1010 E Lk, Medical Lake, WA 99022",99022,"M,T,W,TH",11:20AM-11:50AM,47.5729426,-117.6821604
Nine Mile Falls Elementary Bus Loop,Open,WA,"10102 Charles Rd, Nine Mile Falls, WA ",,"M,T,W,TH",11:15AM-11:45AM,47.7949305,-117.5957759
Lake Spokane Elementary Bus Loop,Open,WA,"6015 WA undefined, Nine Mile Falls, WA 99026",99026,"M,T,W,TH",11:30AM-12:00PM,47.7795103,-117.5515185
Riverside Elementary School,Open,WA,"3802 Deer Park Milan Rd, Riverside, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.96389190000001,-117.3729211
Chattaroy Elementary School,Open,WA,"25717 Yale Rd, Riverside, WA 99003",99003,"M,T,W,TH",11:00AM-12:00PM,47.8921167,-117.3584726
Elk Sentinel,Open,WA,"40012 Elk Camden Rd, Riverside, WA ",,"M,T,W,TH",11:00AM-12:00PM,48.0329224,-117.260128
Peaceful Valley Church,Open,WA,"201 Allen Rd, Riverside, WA ",,"M,T,W,TH",11:00AM-12:00PM,48.5023752,-119.506439
Fire Station #40 on Elk-Chattaroy,Open,WA,"3219 Chattaroy Rd, Riverside, WA 99003",99003,"M,T,W,TH",11:00AM-12:00PM,47.969174,-117.3523244
Aloha Pines,Open,WA,"40602 Newport Hwy, Riverside, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.8853867,-117.3563744
Rustic Ridge Mobile Park,Open,WA,"35312 Newport Hwy, Riverside, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.8853867,-117.3563744
Arlington Elementary School,Open,WA,"6363 Smith St, Spokane, WA 99202",99202,"M,T,W,TH",11:00AM-12:00PM,47.6527926,-117.3721553
Audubon Elementary ,Open,WA,"6363 Smith undefined, Spokane, WA 99202",99202,"M,T,W,TH",11:00AM-12:00PM,47.6527926,-117.3721553
Bemiss Elementary,Open,WA,"2323 Bridgeport undefined, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6885032,-117.3818687
Balboa Elementary School,Open,WA,"3010 Holyoke Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,,
Finch Elementary School,Open,WA,"3717 Milton St, Spokane, WA 99208",99208,"M,T,W,TH",11:00AM-12:00PM,47.7286762,-117.4516394
Garfield Elementary School,Open,WA,"222 Knox Ave, Spokane, WA 99205",99205,"M,T,W,TH",11:00AM-12:00PM,47.6767457,-117.4266802
Grant Elementary School,Open,WA,"1300 9th Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,,
Holmes Elementary School,Open,WA,"2600 Sharp Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6691464,-117.4325758
Hutton Elementary School,Open,WA,"908 24th Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,,
Lidgerwood Elementary School,Open,WA,"5510 Lidgerwood St, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.7261046,-117.392046
Lincoln Heights Elementary School,Open,WA,"3322 22nd Ave, Spokane, WA 99223",99223,"M,T,W,TH",11:00AM-12:00PM,47.63440629999999,-117.3551303
Longfellow Elementary School,Open,WA,"800 Providence Ave, Spokane, WA 99204",99204,"M,T,W,TH",11:00AM-12:00PM,47.6488744,-117.4133073
Logan Elementary School,Open,WA,"1001 Montgomery Ave, Spokane, WA 99205",99205,"M,T,W,TH",11:00AM-12:00PM,47.6785619,-117.4281857
Moran Prairie Elementary School,Open,WA,"4224 57th Ave, Spokane, WA 99223",99223,"M,T,W,TH",11:00AM-12:00PM,47.6022149,-117.3711091
Mullan Road Elementary School,Open,WA,"2616 63rd Ave, Spokane, WA 99223",99223,"M,T,W,TH",11:00AM-12:00PM,47.5967996,-117.377332
Ridgeview Elementary School,Open,WA,"5610 Maple St, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6945096,-117.4351054
Roosevelt Elementary School,Open,WA,"333 14th Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6426421,-117.4366001
Sheridan Elementary School,Open,WA,"3737 5th Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6517481,-117.3576564
Stevens Elementary School,Open,WA,"1717 Sinto Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6699019,-117.4330997
Shaw Middle School,Open,WA,"4106 Cook St, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.6861767,-117.3735036
Rogers High School,Open,WA,"1622 Wellesley Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,,
Shadle Park High School,Open,WA,"4327 Ash St, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.68812699999999,-117.4354059
Ferris High School,Open,WA,"3020 37th Ave, Spokane, WA ",,"M,T,W,TH",11:00AM-12:00PM,47.62092759999999,-117.364012
Ness Elementary School,Open,WA,"9612 Cataldo Ave, West Valley, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.6660852,-117.2794481
Orchard Center Elementary School,Open,WA,"7519 Buckeye Ave, West Valley, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.6822999,-117.2894284
Pasadena Park Elementary School,Open,WA,"8508 Upriver Dr, West Valley, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.6968812,-117.2858325
Seth Woodard Elementary School,Open,WA,"7401 E Msn, West Valley, WA 98908",98908,"M,T,W,TH",11:00AM-1:00PM,46.59228,-120.603977
Centennial Middle School,Open,WA,"915 Ella Rd, West Valley, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.6794849,-117.2988089
West Valley High School,Open,WA,"8301 Buckeye Ave, West Valley, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.6822999,-117.2894284
Gess Elementary School,Open,WA,"405 Lincoln Ave, Chewelah, WA 99109",99109,"M,T,W,TH",9:00AM-11:00AM,48.2808471,-117.7238658
Loon Lake School #183,Open,WA,"4001 Maple St, Loon Lake, WA 99148",99148,"M,T,W,TH,F","M,W 9:00AM-11:00AM",48.0705432,-117.6304893
Kurt’s Corner,Open,WA,"5451 Ford-Wellprint Rd, Wellprint, WA ",,"M,T,W,TH,F","M,W,Th 9:00AM-10:30AM",47.8970925,-117.9895295
Pappy’s Corner,Open,WA,"6394 End Rd, Wellprint, WA ",,"M,T,W,TH,F","M,W,Th 11:30AM-12:30PM",33.7452348,-117.8201733
Wellprint High School,Open,WA,"6270 Ford-Wellprint Rd, Wellprint, WA ",,"M,T,W,TH,F","M,W,Th 10:00AM-12:00PM",47.8970925,-117.9895295
Chambers Prairie Elementary,Open,WA,"6501 Virginia St, North Thurston, WA ",,"M,T,W,TH",11:30AM-12:30PM,,
Evergreen Forest Elementary,Open,WA,"3025 Marvin Rd, North Thurston, WA 98516",98516,"M,T,W,TH",11:30AM-12:30PM,47.05098599999999,-122.8241237
Horizons Elementary,Open,WA,"4601 67th Ave, North Thurston, WA 98516",98516,"M,T,W,TH",11:30AM-12:30PM,47.05098599999999,-122.8241237
Lacey Elementary,Open,WA,"1800 Homann Dr, North Thurston, WA 98503",98503,"M,T,W,TH",11:30AM-12:30PM,47.0295277,-122.8032902
Lakes Elementary,Open,WA,"6211 Mullen Rd, North Thurston, WA 98503",98503,"M,T,W,TH",11:30AM-12:30PM,47.0076988,-122.7997411
Lydia Hawk Elementary,Open,WA,"7600 5th Ave, North Thurston, WA 98516",98516,"M,T,W,TH",11:30AM-12:30PM,47.05098599999999,-122.8241237
Meadows Elementary,Open,WA,"836 Deerbrush Dr, North Thurston, WA ",,"M,T,W,TH",11:30AM-12:30PM,47.0459726,-122.7430331
Mountain View Elementary,Open,WA,"1900 College St, North Thurston, WA ",,"M,T,W,TH",11:30AM-12:30PM,47.0625834,-122.7613215
Olympic View Elementary,Open,WA,"1330 Home St, North Thurston, WA 98516",98516,"M,T,W,TH",11:30AM-12:30PM,47.06031609999999,-122.7630972
Pleasant Glade Elementary,Open,WA,"1920 Abernethy Rd, North Thurston, WA 98516",98516,"M,T,W,TH",11:30AM-12:30PM,47.062303,-122.8251668
Seven Oaks Elementary,Open,WA,"1800 7 undefined, North Thurston, WA 98506",98506,"M,T,W,TH",11:30AM-12:30PM,47.0467585,-122.8447853
South Bay Elementary,Open,WA,"3845 Sleater Kinney Rd, North Thurston, WA ",,"M,T,W,TH",11:30AM-12:30PM,,
Woodland Elementary,Open,WA,"4630 Carpenter Rd, North Thurston, WA 98513",98513,"M,T,W,TH",11:30AM-12:30PM,47.0320178,-122.8103224
Salish Middle School,Open,WA,"undefined Campus Glenn Dr, North Thurston, WA undefined",,"M,T,W,TH",11:30AM-12:30PM,,
Boston Harbor Elementary,Open,WA,"7300 Zangle Rd, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.1375219,-122.8861935
Centennial Elementary,Open,WA,"2637 45th Ave, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,,
Garfield Elementary,Open,WA,"325 Plymouth St, Olympia, WA 98502",98502,"M,T,W,TH",11:00AM-1:00PM,47.0471832,-122.9189842
Hansen Elementary,Open,WA,"1919 Road undefined, Olympia, WA 98502",98502,"M,T,W,TH",11:00AM-1:00PM,47.04749469999999,-122.9414924
Lincoln Options Elementary,Open,WA,"213 21st Ave, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.0300366,-122.855893
LP Brown Elementary,Open,WA,"2000 26th Ave, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.0688556,-122.8588653
Madison Elementary,Open,WA,"1225 Legion Way, Olympia, WA 98501",98501,"M,T,W,TH",11:00AM-1:00PM,47.0441286,-122.887862
McKenny Elementary,Open,WA,"3250 Morse-Merryman Rd, Olympia, WA 98501",98501,"M,T,W,TH",11:00AM-1:00PM,47.018058,-122.8548383
McLane Elementary,Open,WA,"200 Delphi Rd, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,,
Olympia Regional Learning Academy,Open,WA,"2400 15th Ave, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,47.0362409,-122.8602396
Pioneer Elementary,Open,WA,"1655 Carlyon Ave, Olympia, WA 98501",98501,"M,T,W,TH",11:00AM-1:00PM,47.0198669,-122.8875934
Roosevelt Elementary,Open,WA,"1417 San FRancisco St, Olympia, WA 98506",98506,"M,T,W,TH",11:00AM-1:00PM,47.05719329999999,-122.8873992
Jefferson Middle School,Open,WA,"2200 Conger Ave, Olympia, WA 98502",98502,"M,T,W,TH",11:00AM-1:00PM,47.0515978,-122.9291412
McLane Fire Station #94 (Near Copperfield Drive NW and 60th Lane NW),Open,WA,"6005 Cooper Point Rd, Olympia, WA 98502",98502,"M,T,W,TH",11:00AM-1:00PM,47.0337662,-122.9364965
Skateland Skate Center (Off of South Bay ROad NE; cross street 12th Ave NE),Open,WA,"2725 12th Ave, Olympia, WA ",,"M,T,W,TH",11:00AM-1:00PM,,
"Friendly Grove Park (Off of Friendly Grove Road NE, cross street 25th Lane NE)",Open,WA,"2316 Friendly Grove Rd, Olympia, WA 98506",98506,"M,T,W,TH",11:00AM-1:00PM,47.068846,-122.870928
Gull Harbor Lutheran Church (On Boston Harbor Road NE; Cross Street 46th Avenue NE),Open,WA,"4610 Boston Harbor Rd, Olympia, WA 98506",98506,"M,T,W,TH",11:00AM-1:00PM,47.1384293,-122.9009743
Rainer Elementary School,Open,WA,"2410 Stryker Ave, Rainier, WA 98433",98433,"M,T,W,TH",11:00AM-1:00PM,47.08436709999999,-122.6035574
Swede Hall Parking Lot,Open,WA,"18543 Albany St, Rochester, WA 98579",98579,"M,T,W,TH",12:00AM-1:00PM,46.828951,-123.0970031
Rochester High School,Open,WA,"19800 Carper Rd, Rochester, WA ",,"M,T,W,TH",11:00AM-12:00PM,46.7990643,-123.0450711
201st @Prarie Pines Park,Open,WA,"6411 201st Ave, Rochester, WA ",,"M,T,W,TH",11:00AM,46.7971894,-123.0205121
Bus Garage Parking Lot,Open,WA,"7505 183rd Ave, Rochester, WA 98579",98579,"M,T,W,TH",11:40AM,46.8220487,-123.0580637
Boys and Girls Club,Open,WA,"10140 Highway 12 undefined, Rochester, WA ",,"M,T,W,TH",12:00PM,46.8214216,-123.0785419
Bucoda Community Center,Open,WA,"101 A E 7th St, Tenino, WA ",,"M,T,W,TH",11:00AM-1:00PM,46.79911690000001,-122.8705154
Tenino Middle School,Open,WA,"301 Old Hwy 99 undefined, Tenino, WA ",,"M,T,W,TH",11:00AM-1:00PM,46.8564088,-122.8573323
Fire Station #43 Violet Prairie,Open,WA,"17134 Old Hwy 99 undefined, Tenino, WA ",,"M,T,W,TH",11:00AM-1:00PM,46.8564088,-122.8573323
East Olympia Elementary,Open,WA,"8700 Rich Rd, Tumwater, WA ",,"M,T,W,TH",11:30AM-1:00PM and 5:00PM-6:00PM,47.0073187,-122.9093063
Littlerock Elementary,Open,WA,"12710 Littlerock Rd, Tumwater, WA ",,"M,T,W,TH",11:30AM-1:00PM and 5:00PM-6:00PM,46.9768531,-122.943232
Michael T. Simmons Elementary,Open,WA,"1205 2nd Ave, Tumwater, WA 98512",98512,"M,T,W,TH",11:30AM-1:00PM and 5:00PM-6:00PM,47.0069767,-122.9097315
Tumwater High School,Open,WA,"700 Israel Rd, Tumwater, WA ",,"M,T,W,TH",11:30AM-1:00PM and 5:00PM-6:00PM,46.985431,-122.9192959
Fort Stevens Elementary School,Open,WA,"16525 100th Way, Yelm, WA 98597",98597,"M,T,W,TH",11:00AM-12:30PM,46.9426269,-122.6245183
McKenna Elementary School,Open,WA,"35120 SR 507 undefined, Yelm, WA ",,"M,T,W,TH",11:00AM-12:30PM,46.9417874,-122.6062355
Southworth Elementary School,Open,WA,"13849 Yelm Hwy, Yelm, WA ",,"M,T,W,TH",11:00AM-12:30PM,46.9420431,-122.6059582
Ridgeline Middle School,Open,WA,"10605 Carter St, Yelm, WA 98597",98597,"M,T,W,TH",11:00AM-12:30PM,46.9336594,-122.61638
Yelm High School (Tornado Alley Parent Drop Off Zone),Open,WA,"1315 Yelm Ave, Yelm, WA ",,"M,T,W,TH",11:00AM-12:30PM,46.9420431,-122.6059582
Dylan’s Corner/Mackey’s Store,Open,WA,"15201 Vail Rd, Yelm, WA ",,"M,T,W,TH",11:00AM-12:30PM,46.8877021,-122.5927241
Clearwood Front & Back Gates,Open,WA,"21603 Clear Lake Blvd, Yelm, WA 98597",98597,"M,T,W,TH",11:00AM-12:30PM,46.83349279999999,-122.4849213
J.A. Wendt Elementary School,Open,WA,"265 3rd St, Wahkiakum , WA 98612",98612,"M,T,W,TH",10:00-11:30 PM,46.2015846,-123.3803486
Davis Elementary School,Open,WA,"31 Ash St, College Place, WA 99324",99324,"M,T,W,TH",11:30AM-1:00PM,46.0510464,-118.3871429
College Place High School (CPHS),Open,WA,"1755 College Ave, College Place, WA 99324",99324,"M,T,W,TH,F",M- F 11:30AM-1:00PM,46.0464498,-118.3915808
Farm Labor Homes,Open,WA,"165 Labor Camp Rd, College Place, WA ",,"M,T,W,TH",11:30AM-1:00PM,46.01174750000001,-118.3946264
Columbia Elementary School,Open,WA,"977 Maple St, Columbia , WA 98648",98648,"M,T,W,TH",11:30AM-1:00PM,45.7049069,-121.8962622
Whiskey Canyon Parking Lot,Open,WA,"701 Preston Ave, Waitsburg, WA 99361",99361,"M,T,W,TH",9:40AM-9:55AM,46.2701223,-118.1421398
Preston Hall Parking Lot,Open,WA,"605 Main St, Waitsburg, WA 99361",99361,"M,T,W,TH",10:40AM-10:55AM,46.2701255,-118.1549564
Waitsburg Grocery Store Parking Lot,Open,WA,"200 Main St, Waitsburg, WA 99361",99361,"M,T,W,TH",11:20AM-11:35AM,46.2701255,-118.1549564
Sharpstein Elementary School,Open,WA,"410 Howard St, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.0542542,-118.3252132
Blue Ridge (Round-a-bout in front of main entrance),Open,WA,"1150 Chestnut St, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00AM,46.0584419,-118.3446166
Garrison Middle School,Open,WA,"906 Chase Ave, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.066553,-118.3234842
Pioneer Middle School,Open,WA,"450 Bridge St, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.03180589999999,-118.144221
Prospect Point Elementary (Near bus loop along Howard),Open,WA,"55 Reser Rd, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.0421717,-118.2955317
Berney Elementary (Near staff parking along School Ave),Open,WA,"1718 Pleasant St, Walla Walla, WA ",,"M,T,W,TH",11:00AM-1:00PM,46.0621626,-118.3069253
Edison Elementary (Front of school),Open,WA,"1315 Alder St, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.06767610000001,-118.3124372
Green Park Elementary (Near gym entrance),Open,WA,"1105 Isaacs Ave, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.0755941,-118.3029123
Lincoln High School (4th st.),Open,WA,"421 4th Ave, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.057463,-118.3380398
Vista Terrace Park,Open,WA,"920 Mountain Park Dr, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.0828113,-118.3044999
Washington Park,Open,WA,"700 Cherry St, Walla Walla, WA ",,"M,T,W,TH",11:00AM-1:00PM,,
Veterans Memorial Park,Open,WA,"505 Reese Ave, Walla Walla, WA 99362",99362,"M,T,W,TH",11:00AM-1:00PM,46.0489752,-118.3308191
Blaine High School (Parking lot behind new BHS grandstands),Open,WA,"1055 Street undefined, Blaine, WA 98230",98230,"M,T,W,TH",11:00AM-12:00PM,48.994401,-122.7436489
Fisher Elementary School,Open,WA,"501 14th St, Lynden, WA ",,"M,T,W,TH",11:00AM-12:30PM,,
Isom Elementary School,Open,WA,"8461 Benson Rd, Lynden, WA ",,"M,T,W,TH",11:00AM -12:30PM,,
Bernice Vossbeck Elementary,Open,WA,"1301 Bridgeview Dr, Lynden, WA 98264",98264,"M,T,W,TH",11:00AM-12:30PM,48.9582024,-122.4296275
Lynden Middle School,Open,WA,"8750 Line Rd, Lynden, WA ",,"M,T,W,TH",11:00AM-12:30PM,,
Meridian Middle School,Open,WA,"861 Ten Mile Rd, Meridian, WA 98247",98247,"M,T,W,TH",11:30AM-12:30PM,48.8655944,-122.4388448
Pollman Circle,Open,WA,"undefined end of Vail Dr, Meridian, WA undefined",,"M,T,W,TH,F",11:00AM-11:30AM,,
